ID_Venta,Producto,Ciudad,Categoria,Precio_Unitario,Cantidad,Fecha_Venta,Cliente,Email,Telefono,Direccion,Metodo_Pago,Estado,Comentario,Descuento
21,UP,Briannaport,TV,2000,12,2023-03-14,Jennifer Holmes,ydavid@example.com,(870) 608083698,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,74
17,JUST,Larrychester,POPULAR,600,15,2023-01-18,Brittney Guerra,powersjimmy@example.org,(001) 36332501439284,"91315 Simpson Fork Apt. 336
South Mark, GA 64860",Tarjeta,Entregado,Producto defectuoso,24
7,KITCHEN,East Jonathan,FINISH,1300,7,2023-09-23,Adam Mueller,steelejulian@example.net,(001) 94337542187814,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,Entregado,Ninguno,97
2,EDUCATION,Jodichester,SET,1300,12,2023-02-09,Crystal Chambers,david09@example.com,(602) 388997526,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Ninguno,55
24,STRATEGY,East Jonathan,WHOM,300,30,2023-09-01,Robert Bryant,brianboyd@example.org,(372) 684886317,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Producto defectuoso,72
1,FACTOR,Jodichester,MEMBER,1500,16,2023-03-13,Brittney Guerra,eric87@example.org,(602) 388997526,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,Entregado,Producto defectuoso,19
8,HOME,Lindaport,GROW,2600,14,2023-08-27,Charles Williams,estesjon@example.org,5251947529,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,Entregado,Ninguno,97
26,FIRM,Vasquezborough,MOVEMENT,300,21,2023-06-06,Angela Taylor,cwilliams@example.com,(001) 36332501439284,"USS Fuller
FPO AA 30334",Tarjeta,Entregado,Ninguno,74
19,DOOR,Port Alexachester,LEADER,600,26,2023-07-15,Jessica Davis,paul02@example.com,(001) 962368217,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,78
12,DEMOCRATIC,Lindaport,EXIST,1500,11,2023-03-22,Brittney Guerra,sandersbeth@example.org,8487233346,"7474 Sean Pine
Frazierchester, OK 57469",Efectivo,En camino,Producto defectuoso,18
9,STRATEGY,Larrychester,LEADER,1300,16,2023-09-23,Michelle Mitchell,rdaugherty@example.net,(369) 746572373,"2644 Gonzalez Mills Apt. 856
Port Frank, IN 25816",Efectivo,Entregado,Ninguno,38
26,DOOR,Brendanberg,STEP,2100,30,2023-05-06,Benjamin?Chan,sandersbeth@example.org,(372) 684886317,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,55
24,OWNER,East Jonathan,GROW,200,11,2023-07-25,Sean Mitchell,lweaver@example.org,8572628794,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Ninguno,19
27,EDUCATION,North Jasmine,FINISH,1500,2,2023-09-01,Robert Bryant,schmidtkrystal@example.org,5571938141,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,Entregado,Ninguno,97
8,FOCUS,East Brittany,RICH,200,2,2023-01-14,Alan Bird,karaware@example.net,(475) 36070987999,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Ninguno,30
2,FOOD,New Reginaldmouth,MUCH,700,9,2023-08-17,Samantha Hodges,lharmon@example.net,(314) 257035737,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Producto defectuoso,21
18,FACTOR,Kevinton,INDUSTRY,1100,28,2024-12-09,Samantha Parker,harperdanielle@example.net,(001) 962368217,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Producto defectuoso,21
26,OPERATION,Trujillofort,BUDGET,1300,28,2023-01-14,Adam Mueller,ydavid@example.com,(641) 0065992234,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Ninguno,72
20,EDUCATION,North Jasmine,INCREASE,2500,30,2024-12-09,Adam Mueller,hornebeth@example.com,(175) 175834,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,87
14,UP,Susanton,GROUP,1100,24,2023-06-17,Samantha Hodges,lweaver@example.org,(101) 8897038562,"29340 Murphy Parkway
North Robert, KS 42070",Tarjeta,Entregado,Ninguno,19
14,WAIT,East Jonathan,DESPITE,800,29,2024-12-09,Angela Taylor,sandersbeth@example.org,2805046212,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,30
26,ADMINISTRATION,PortAlexachester,LETTER,300,23,2023-01-18,Sean Mitchell,steelejulian@example.net,(001) 9023136721535,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Ninguno,27
14,DOG,Port Kelly,BUDGET,2800,17,2023-04-14,Jessica Davis,lweaver@example.org,(001) 36332501439284,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Ninguno,38
21,BASE,Jessechester,FORWARD,2600,28,2023-07-08,Mark Mays,vhill@example.org,8572628794,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,En camino,Ninguno,27
4,UP,Lake Juan,SAY,800,11,2023-08-13,Benjamin Chan,briangonzales@example.net,(001) 9023136721535,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Tarjeta,Entregado,Producto defectuoso,4
7,JUST,Nguyenshire,INCREASE,900,11,2023-05-06,Susan Harvey,parkerandrew@example.org,2661673098,"37970 Hudson Falls
Downshaven, PA 58533",Efectivo,Entregado,Ninguno,25
12,SIX,Lindaport,INDIVIDUAL,2500,2,2024-12-09,Charles Williams,lweaver@example.org,(509) 210932647,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Ninguno,36
27,HOME,Briannaport,BUDGET,1100,9,2023-07-10,Angela*Taylor,matthew29@example.com,(602) 388997526,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,Entregado,Producto defectuoso,78
23,STRATEGY,Kevinton,MEMBER,700,23,2024-12-09,Sean Mitchell,harperdanielle@example.net,(001) 36332501439284,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,78
28,EDUCATION,East Janicemouth,NORTH,1100,18,2023-07-25,Alan Bird,david09@example.com,(001) 9023136721535,"769 Dickerson Drive
Jasminemouth, HI 08895",Tarjeta,Entregado,Producto defectuoso,83
23,CHOICE,East Josephland,GROUP,2500,23,2023-05-06,Mark Mays,rbrown@example.org,(314) 257035737,"03346  Tony  Spring  Apt.  633
Ericberg,  AK  73272",Tarjeta,Entregado,Producto defectuoso,42
1,EDUCATION,Lindaport,AT,300,15,2023-06-06,Adam Mueller,david09@example.com,(001) 36332501439284,"03346  Tony  Spring  Apt.  633
Ericberg,  AK  73272",Tarjeta,En camino,Ninguno,43
9,STAFF,North Thomastown,LEG,900,17,2024-12-09,Sharon Lowe,briangonzales@example.net,(602) 388997526,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,19
9,IF,Susanton,INDUSTRY,2300,27,2024-12-09,Samantha Hodges,walkerraven@example.net,(314) 257035737,"22214  Janet  Plaza  Suite  903
West  Christopherside,  DC  40075",Tarjeta,Entregado,Producto defectuoso,21
15,FIRM,New Reginaldmouth,RICH,800,9,2023-03-22,David Norton,powersjimmy@example.org,(612) 211834900,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Ninguno,72
15,CHOICE,East Jonathan,AT,2100,22,2023-04-14,Michelle Mitchell,edward94@example.org,(339) 00428204920,"USS Fuller
FPO AA 30334",Efectivo,Entregado,Producto defectuoso,28
11,TRADE,Port Alexachester,POPULAR,1100,18,2023-04-14,David Scott,briangonzales@example.net,(001) 9023136721535,"233!Peterson!Canyon
Tranmouth,!ND!40770",Tarjeta,En camino,Producto defectuoso,25
11,PROFESSOR,Lake Juan,SAY,1100,22,2023-03-22,Brittney*Guerra,wliu@example.net,(001) 94337542187814,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Tarjeta,En camino,Ninguno,25
14,ADMINISTRATION,East Josephland,GROUP,600,30,2023-08-27,Jessica Davis,brianboyd@example.org,(509) 210932647,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Ninguno,53
6,OWNER,East Jonathan,STILL,700,21,2024-12-09,Robert Bryant,rbrown@example.org,4914742586,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Ninguno,49
8,PROFESSOR,Briannaport,LEG,200,9,2023-03-13,David Scott,ydavid@example.com,(509) 210932647,"29882*Stein*Tunnel*Apt.*468
Port*Jacquelineville,*HI*77063",Efectivo,Entregado,Ninguno,38
17,BASE,North Brittney,NORTH,2800,8,2024-12-09,Kelsey Lopez,cwilliams@example.com,(001) 19330387387349,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Tarjeta,En camino,Ninguno,88
10,ADMINISTRATION,East Leah,STILL,2500,11,2024-12-09,Kelsey  Lopez,rdaugherty@example.net,(001) 36332501439284,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,38
8,ADMINISTRATION,North Thomastown,WHOM,2600,30,2023-05-05,Roger Stephens,walkerraven@example.net,(001) 389556200,"0262  Cheryl  Union
Sampsonfurt,  ME  63401",Tarjeta,Entregado,Producto defectuoso,53
17,CHOICE,Port Kelly,GROUP,1500,28,2023-08-13,Larry Welch,briangonzales@example.net,(339) 00428204920,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,En camino,Ninguno,28
20,WAIT,Lake Juan,MUCH,1100,21,2023-01-18,Michelle Mitchell,estesjon@example.org,(101) 8897038562,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,25
14,CHOICE,Courtneymouth,SPRING,1600,15,2023-05-06,Daniel Garcia,parkerandrew@example.org,(001) 962368217,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,Ninguno,19
5,HOME,New Reginaldmouth,RICH,2500,30,2023-08-27,Samantha*Parker,lweaver@example.org,8487233346,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Producto defectuoso,19
16,DEMOCRATIC,North Jasmine,SPRING,600,28,2023-10-15,Angela Taylor,brianboyd@example.org,(509) 210932647,"025 Billy Row
Lisaside, AR 96338",Tarjeta,En camino,Producto defectuoso,83
24,FOCUS,Brendanberg,LEG,1500,12,2023-05-06,Alan Bird,edward94@example.org,(001) 962368217,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,Producto defectuoso,30
9,PRESENT,South Timothyberg,LETTER,900,11,2023-06-28,Kelsey Lopez,paul49@example.net,(314) 257035737,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,Entregado,Producto defectuoso,27
19,PRESENT,Jessechester,AT,2400,15,2023-06-06,Robert Bryant,brianboyd@example.org,(314) 257035737,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,74
26,OPERATION,Jessechester,TV,900,13,2023-03-22,Adam!Mueller,walkerraven@example.net,2661673098,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Efectivo,Entregado,Ninguno,25
14,FACTOR,Jodichester,SET,2500,11,2023-09-13,Juan Manning,dhuber@example.com,(339) 00428204920,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Ninguno,27
22,SIX,South Timothyberg,MEMBER,600,12,2023-07-08,Dr. Monica Woods,lharmon@example.net,(870) 608083698,"664?Berger?Rapid
South?Suzanne,?WV?68526",Efectivo,En camino,Producto defectuoso,54
2,FACTOR,Kevinton,MOVEMENT,2800,18,2023-09-23,Samantha Hodges,hornebeth@example.com,(001) 36332501439284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,En camino,Producto defectuoso,28
8,JUST,Port Kelly,LETTER,1600,11,2023-06-17,Mark Mays,matthew29@example.com,6304696433,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Tarjeta,Entregado,Ninguno,87
28,DEMOCRATIC,Larrychester,GROW,2400,7,2023-06-28,Lisa Stafford,paul02@example.com,6304696433,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Tarjeta,Entregado,Ninguno,24
11,STAFF,West Charles,WHOM,200,25,2023-03-22,Alan Bird,briangonzales@example.net,(612) 211834900,"50604 Anthony Villages
New William, ME 95446",Tarjeta,En camino,Ninguno,39
27,ADMINISTRATION,South Timothyberg,MEMBER,3000,14,2023-06-06,Crystal Chambers,lweaver@example.org,8572628794,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Ninguno,98
22,UP,Milesburgh,PAY,2100,2,2023-11-20,Susan!Harvey,brianboyd@example.org,8572628794,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Ninguno,19
29,UP,Nguyenshire,AT,200,30,2023-08-17,Jessica Davis,rdaugherty@example.net,(175) 175834,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,Ninguno,49
26,INVOLVE,Port Alexachester,STILL,300,8,2023-07-15,Adam Mueller,briangonzales@example.net,(612) 211834900,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,14
16,FACTOR,East Brittany,JOB,900,28,2023-06-06,Michelle Mitchell,vhill@example.org,(641) 0065992234,"30768 Louis Mill
Lake Carmen, LA 47934",Efectivo,En camino,Producto defectuoso,97
22,STRATEGY,SouthTimothyberg,MATTER,1500,15,2023-08-13,Jessica Davis,harperdanielle@example.net,(641) 0065992234,"18235!Carl!Garden!Apt.!025
Lake!Miranda,!LA!16737",Efectivo,En camino,Producto defectuoso,19
2,PRESENT,Lindaport,MATTER,700,13,2024-12-09,Kelsey Lopez,ydavid@example.com,8487233346,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,Entregado,Producto defectuoso,25
9,UNDER,Brendanberg,GROW,700,22,2024-12-09,Karl Cardenas,ydavid@example.com,(509) 210932647,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Tarjeta,Entregado,Producto defectuoso,53
1,INVOLVE,Trujillofort,MATTER,700,23,2023-09-12,Andrew Mitchell,eric24@example.com,(001) 575431910,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,49
29,DOG,Larrychester,WHOM,2500,26,2024-12-09,Larry Welch,cwilliams@example.com,(001) 19330387387349,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,Entregado,Producto defectuoso,49
27,STRATEGY,North Jasmine,STILL,700,22,2022-12-04,Dr. Monica Woods,eric24@example.com,(175) 175834,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,Entregado,Producto defectuoso,88
27,DOOR,East Josephland,NORTH,700,23,2023-04-14,Karl Cardenas,eric24@example.com,(509) 210932647,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Ninguno,88
17,DOG,East Janicemouth,SPRING,800,27,2023-01-14,Larry Welch,dhuber@example.com,(001) 389556200,"37970 Hudson Falls
Downshaven, PA 58533",Tarjeta,En camino,Producto defectuoso,78
29,CHOICE,Port Alexachester,MOVEMENT,2100,14,2023-09-23,David Scott,parkerandrew@example.org,(314) 257035737,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,En camino,Ninguno,14
24,FIRM,South Timothyberg,INDUSTRY,2500,22,2024-12-09,Dr. Monica Woods,parkerandrew@example.org,(001) 19330387387349,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Ninguno,78
28,HOME,Vasquezborough,FORWARD,2000,17,2023-11-20,Lisa Stafford,paul49@example.net,(870) 608083698,"025 Billy Row
Lisaside, AR 96338",Efectivo,En camino,Producto defectuoso,28
14,SONG,Brendanberg,GROW,300,27,2023-09-23,Sharon Lowe,parkerandrew@example.org,5571938141,"848 Jimmy Hill Apt. 415
Stanleyside, MA 75473",Efectivo,Entregado,Ninguno,78
6,IF,Lindaport,EXIST,2400,23,2023-07-10,Dr. Monica Woods,eric87@example.org,(339) 00428204920,"93043 Kiara Crossroad
Port Amandachester, WI 16919",Efectivo,Entregado,Producto defectuoso,36
8,SIX,Vasquezborough,GROUP,2100,2,2023-06-21,David Norton,parkerandrew@example.org,(621) 75126511205,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,19
23,UP,Port Alexachester,LEADER,2400,18,2023-04-14,Michelle Mitchell,steelejulian@example.net,(369) 746572373,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,Entregado,Producto defectuoso,97
18,WAIT,Jodichester,BUDGET,1300,23,2023-10-15,Robert Bryant,harperdanielle@example.net,(175) 175834,"29340 Murphy Parkway
North Robert, KS 42070",Efectivo,Entregado,Ninguno,28
10,SIX,Valerietown,FORWARD,1100,25,2023-06-21,Robert Bryant,eric24@example.com,5251947529,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Ninguno,25
7,STAFF,Jessechester,INDUSTRY,2000,21,2023-07-15,Carla Orozco,karaware@example.net,4914742586,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Efectivo,En camino,Ninguno,12
12,DOOR,Susanton,LEG,900,27,2023-10-15,David Norton,krystalmcdaniel@example.org,(602) 388997526,"0262 Cheryl Union
Sampsonfurt, ME 63401",Efectivo,Entregado,Producto defectuoso,54
13,STAFF,New Reginaldmouth,INCREASE,2400,11,2023-09-12,Larry Welch,sandersbeth@example.org,2661673098,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,En camino,Producto defectuoso,55
6,WORRY,Brendanberg,FINISH,1600,24,2023-07-08,Samantha Hodges,paul49@example.net,(621) 75126511205,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Tarjeta,Entregado,Producto defectuoso,55
13,DEMOCRATIC,East Jonathan,FORWARD,1100,8,2023-10-15,Charles Williams,rdaugherty@example.net,(314) 257035737,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Efectivo,En camino,Producto defectuoso,49
5,FACTOR,East Jonathan,TV,2600,16,2023-09-12,Robert Bryant,briangonzales@example.net,(001) 575431910,"233 Peterson Canyon
Tranmouth, ND 40770",Tarjeta,Entregado,Producto defectuoso,49
21,HOME,Briannaport,LETTER,900,16,2023-05-06,Jennifer?Holmes,rbrown@example.org,(001) 36332501439284,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,En camino,Ninguno,12
29,TRADE,Courtneymouth,LEADER,2000,22,2023-01-04,Carla Orozco,powersjimmy@example.org,6304696433,"50604 Anthony Villages
New William, ME 95446",Tarjeta,Entregado,Producto defectuoso,97
8,HOME,Briannaport,MEMBER,1600,17,2023-02-09,Susan Harvey,sandersbeth@example.org,(612) 211834900,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Ninguno,78
18,ADMINISTRATION,Kevinton,PAY,1600,22,2024-12-09,Cynthia Hayes,wwilson@example.org,(509) 210932647,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,25
24,FIRM,Milesburgh,WHOM,900,12,2023-06-21,Alan Bird,krystalmcdaniel@example.org,(641) 0065992234,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Efectivo,Entregado,Producto defectuoso,87
22,TRADE,East Brittany,SAY,2100,7,2023-01-04,Alan Bird,walkerraven@example.net,(369) 746572373,"233!Peterson!Canyon
Tranmouth,!ND!40770",Efectivo,Entregado,Producto defectuoso,30
17,OPERATION,North Thomastown,INDUSTRY,1300,27,2023-06-28,Cynthia Hayes,ydavid@example.com,(101) 8897038562,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,18
22,OWNER,Trujillofort,SPRING,2500,27,2023-09-12,Michelle Mitchell,eric87@example.org,2805046212,"18235 Carl Garden Apt. 025
Lake Miranda, LA 16737",Efectivo,En camino,Producto defectuoso,49
27,EDUCATION,East Brittany,JOB,700,15,2023-11-20,Brittney*Guerra,dhuber@example.com,(101) 8897038562,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,Entregado,Ninguno,39
29,SONG,Nguyenshire,INDUSTRY,2800,28,2023-06-07,Michelle Mitchell,matthew29@example.com,(372) 684886317,"30768 Louis Mill
Lake Carmen, LA 47934",Tarjeta,Entregado,Producto defectuoso,25
29,BASE,Larrychester,MUCH,1500,18,2023-01-14,Sharon Lowe,edward94@example.org,(372) 684886317,"025 Billy Row
Lisaside, AR 96338",Efectivo,Entregado,Producto defectuoso,38
24,OWNER,North Jasmine,AT,2400,11,2023-01-14,Adam?Mueller,wwilson@example.org,(602) 388997526,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,En camino,Ninguno,19
29,JUST,East Brittany,FORWARD,700,24,2024-12-09,Mark Mays,dhuber@example.com,(369) 746572373,"PSC 2182, Box 8243
APO AP 79039",Tarjeta,Entregado,Producto defectuoso,78
25,STAFF,Jodichester,BUDGET,1100,22,2023-06-21,David Scott,steelejulian@example.net,(870) 608083698,"403 Ashley Mountains Apt. 918
Nicholasberg, MI 72538",Efectivo,Entregado,Ninguno,14
6,BASE,Brendanberg,NORTH,2300,10,2023-01-04,Adam Mueller,paul02@example.com,(314) 257035737,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Ninguno,49
9,PROFESSOR,West Charles,FINISH,1100,23,2023-08-13,Crystal Chambers,powersjimmy@example.org,(369) 746572373,"22214 Janet Plaza Suite 903
West Christopherside, DC 40075",Efectivo,Entregado,Producto defectuoso,28
23,FIRM,East Josephland,LEADER,700,30,2022-12-04,Daniel Garcia,brianboyd@example.org,(372) 684886317,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,Entregado,Producto defectuoso,78
28,OPERATION,Briannaport,FINISH,2400,9,2024-12-09,Roger Stephens,steelejulian@example.net,(001) 575431910,"0262 Cheryl Union
Sampsonfurt, ME 63401",Tarjeta,En camino,Producto defectuoso,42
27,STRATEGY,Jodichester,AT,800,9,2023-09-13,Andrew Mitchell,david09@example.com,2661673098,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,27
1,WAIT,East Josephland,SET,900,24,2023-02-09,Jennifer Holmes,matthew29@example.com,8572628794,"7474 Sean Pine
Frazierchester, OK 57469",Tarjeta,Entregado,Producto defectuoso,74
12,SONG,Larrychester,STEP,900,30,2023-04-14,Jennifer Holmes,cwilliams@example.com,5571938141,"4412 Lee Dam Apt. 872
Hunterbury, HI 03589",Tarjeta,En camino,Producto defectuoso,30
23,SIX,East Janicemouth,TV,2600,27,2023-03-13,Susan  Harvey,powersjimmy@example.org,(369) 746572373,"283 Cynthia Groves Apt. 671
Weavermouth, ID 06739",Tarjeta,En camino,Producto defectuoso,24
22,ADMINISTRATION,Kevinton,INDUSTRY,1500,28,2023-08-13,Samantha Parker,ydavid@example.com,(870) 608083698,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Producto defectuoso,54
3,DEMOCRATIC,East Janicemouth,MATTER,1500,16,2023-03-22,Kelsey Lopez,eric87@example.org,(475) 36070987999,"USS Fuller
FPO AA 30334",Tarjeta,En camino,Producto defectuoso,83
4,UP,Port Alexachester,PAY,200,16,2023-06-17,Karl Cardenas,rbrown@example.org,(339) 00428204920,"493 Cameron Ramp
Veronicatown, MI 81010",Tarjeta,Entregado,Producto defectuoso,72
23,DOG,Valerietown,FINISH,2400,11,2023-06-28,Samantha Parker,krystalmcdaniel@example.org,8572628794,"0827 Jill Cape Suite 299
Angieport, DC 15542",Tarjeta,En camino,Ninguno,49
23,HOME,East Josephland,PAY,900,25,2023-06-07,Carla Orozco,matthew29@example.com,8487233346,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Tarjeta,En camino,Producto defectuoso,19
20,EDUCATION,East Brittany,INCREASE,1300,29,2024-12-09,David Scott,schmidtkrystal@example.org,(339) 00428204920,"507 Johnson Port
Banksshire, AK 72140",Tarjeta,Entregado,Producto defectuoso,55
12,PROFESSOR,Vasquezborough,LEG,700,27,2023-06-17,Roger Stephens,matthew29@example.com,(372) 684886317,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Producto defectuoso,78
19,JUST,South Timothyberg,GROUP,800,26,2022-12-04,Benjamin Chan,rbrown@example.org,(001) 962368217,"0827 Jill Cape Suite 299
Angieport, DC 15542",Efectivo,Entregado,Ninguno,49
5,WAIT,Vasquezborough,POPULAR,1500,8,2023-07-08,Susan Harvey,matthew29@example.com,(475) 36070987999,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso,74
8,WAIT,Milesburgh,TV,1100,2,2023-09-01,Robert Bryant,rdaugherty@example.net,(339) 00428204920,"025 Billy Row
Lisaside, AR 96338",Tarjeta,Entregado,Ninguno,25
3,IF,Kevinton,INDIVIDUAL,200,14,2023-09-13,Adam Mueller,ydavid@example.com,5571938141,"664 Berger Rapid
South Suzanne, WV 68526",Tarjeta,En camino,Producto defectuoso,83
23,FOOD,North Thomastown,STILL,2300,27,2023-06-28,David Norton,paul49@example.net,5571938141,"233 Peterson Canyon
Tranmouth, ND 40770",Efectivo,Entregado,Ninguno,27
9,PRESENT,Brendanberg,SET,900,25,2023-07-08,Sean Mitchell,hornebeth@example.com,(001) 94337542187814,"769 Dickerson Drive
Jasminemouth, HI 08895",Efectivo,Entregado,Ninguno,21
2,IF,East Brittany,POPULAR,1500,22,2023-06-28,Dr. Monica Woods,eric87@example.org,2805046212,"507 Johnson Port
Banksshire, AK 72140",Efectivo,Entregado,Producto defectuoso,88
14,BASE,South  Timothyberg,GROW,300,25,2023-09-12,Brittney Guerra,schmidtkrystal@example.org,5571938141,"USS Fuller
FPO AA 30334",Efectivo,En camino,Ninguno,25
24,PROFESSOR,Jessechester,INDUSTRY,300,16,2023-11-20,Jennifer Holmes,lweaver@example.org,(641) 0065992234,"11613 Miller Ridges Suite 186
East Nicholas, MN 69937",Efectivo,En camino,Producto defectuoso,54
28,DOOR,North Brittney,SET,2100,12,2023-08-17,Susan!Harvey,matthew29@example.com,(314) 257035737,"03346 Tony Spring Apt. 633
Ericberg, AK 73272",Efectivo,Entregado,Producto defectuoso,53
10,FACTOR,East Brittany,PAY,1100,13,2024-12-09,Jennifer Holmes,vhill@example.org,(509) 210932647,"915 Mathis Camp Apt. 447
Thomastown, MS 44338",Efectivo,Entregado,Producto defectuoso,43
3,DOOR,Nguyenshire,FORWARD,3000,12,2023-10-15,Brittney Guerra,walkerraven@example.net,8487233346,"29882 Stein Tunnel Apt. 468
Port Jacquelineville, HI 77063",Tarjeta,En camino,Producto defectuoso,30
14,FOCUS,East Josephland,TV,2000,27,2023-01-04,Roger Stephens,harperdanielle@example.net,(621) 75126511205,"9978 Kenneth Plaza Suite 069
Monicafurt, NM 39529",Tarjeta,Entregado,Producto defectuoso,49
25,IF,North Brittney,MATTER,200,11,2023-06-07,Jennifer Holmes,brianboyd@example.org,(001) 575431910,"7474!Sean!Pine
Frazierchester,!OK!57469",Tarjeta,Entregado,Producto defectuoso,55
30,STAFF,Jessechester,BUDGET,1100,9,2024-12-09,Mark Mays,edward94@example.org,(001) 9023136721535,"67032 Megan Cliffs Suite 876
Loveside, SD 53246",Tarjeta,En camino,Producto defectuoso,12
25,SONG,North Thomastown,JOB,2800,9,2023-07-25,Dr. Monica Woods,powersjimmy@example.org,(475) 36070987999,"50604 Anthony Villages
New William, ME 95446",Efectivo,Entregado,Producto defectuoso,78
